ts,block,log_index,tx,sender,sink,sky_amount,protocol,kind
2025-06-28T09:38:11Z,22802090,151,0x8a2f1a09f25ad047416aedd1d0b1519335124a93daca200e93ce6c840f22fd6a,0xc8f9352937268f420285880af97d70b683da3b57,0x000000000000000000000000000000000000dead,1.606698106508844382,false,third_party
2025-06-30T14:00:23Z,22817692,174,0x666eb7807c1b4098f9b91658eb008e8931063c5050e4dbe28bd6fac3a2948d02,0xbe8e3e3618f7474f8cb1d074a26affef007e98fb,0x0000000000000000000000000000000000000000,426292860.23,true,supply_correction
2025-07-01T09:58:35Z,22823646,204,0xb5d2e3f47330eba2ff9aa1ab6e2ef9d1aa1a7774e0f74ebd33b59d5d0124ad9a,0xc8f9352937268f420285880af97d70b683da3b57,0x000000000000000000000000000000000000dead,3.215935178621905254,false,third_party
2026-09-13T12:42:11Z,25968583,328,0xcd57535f7a9e60e61d34b31f793501fa6178b4ae37fe0b2900f76efd54e192c3,0xbe8e3e3618f7474f8cb1d074a26affef007e98fb,0x0000000000000000000000000000000000000000,2860943.76,true,engine
